RK	TIERS	PLAYER NAME	TEAM	POS	BYE WEEK	AGE	SOS SEASON	ECR VS. ADP
380	15	Tre Tucker	LV	WR129	13	22	2 out of 5 stars	-155
381	15	Chad Ryland	NE	K30	11	23	2 out of 5 stars	-
382	15	Randy Bullock	FA	K31	-	33	-	-
383	15	Danny Gray	SF	WR130	9	24	3 out of 5 stars	-
384	15	Rodrigo Blankenship	FA	K32	-	26	-	-
385	15	Jarvis Landry	FA	WR131	-	30	-	-
386	15	Ben Skowronek	LAR	WR132	10	26	3 out of 5 stars	-
387	15	Marquez Callaway	DEN	WR133	9	25	2 out of 5 stars	-
388	15	Cole Turner	WAS	TE55	14	23	3 out of 5 stars	-
389	15	Noah Brown	HOU	WR134	7	27	4 out of 5 stars	-
390	15	Kyle Trask	TB	QB38	5	25	3 out of 5 stars	-
391	15	Keaton Mitchell	BAL	RB103	13	21	3 out of 5 stars	-151
392	15	Deneric Prince	FA	RB104	-	23	-	-
393	15	Dontrell Hilliard	FA	RB105	-	28	-	-
394	15	Houston Texans	HOU	DST30	7	-	3 out of 5 stars	-
395	15	Will Mallory	IND	TE56	11	24	3 out of 5 stars	-152
396	15	Quez Watkins	PHI	WR135	10	25	3 out of 5 stars	-
397	15	Justin Shorter	BUF	WR136	13	23	2 out of 5 stars	-142
398	15	DeeJay Dallas	SEA	RB106	5	24	2 out of 5 stars	-
399	15	Demario Douglas	NE	WR137	11	22	2 out of 5 stars	-98
400	15	Trestan Ebner	FA	RB107	-	24	-	-
401	15	Trayveon Williams	CIN	RB108	7	25	3 out of 5 stars	-102
402	15	Rico Dowdle	DAL	RB109	7	25	3 out of 5 stars	-
403	15	Cade York	FA	K33	-	22	-	-93
404	15	Cameron Latu	SF	TE57	9	23	3 out of 5 stars	-155
405	15	Zach Wilson	NYJ	QB39	7	24	2 out of 5 stars	-
406	15	Jameis Winston	NO	QB40	11	29	5 out of 5 stars	-
407	15	DeAndre Carter	LV	WR138	13	30	2 out of 5 stars	-
408	15	Braxton Berrios	MIA	WR139	10	27	3 out of 5 stars	-
409	15	Donald Parham Jr.	LAC	TE58	5	26	4 out of 5 stars	-
410	15	Ke'Shawn Vaughn	TB	RB110	5	26	3 out of 5 stars	-
411	15	Matt Breida	NYG	RB111	13	28	2 out of 5 stars	-
412	15	Malik Willis	TEN	QB41	7	24	4 out of 5 stars	-
413	15	Tyler Badie	FA	RB112	-	23	-	-
414	15	Durham Smythe	MIA	TE59	10	28	2 out of 5 stars	-
415	15	Snoop Conner	FA	RB113	-	23	-	-
416	15	Nelson Agholor	BAL	WR140	13	30	3 out of 5 stars	-
417	15	J.D. McKissic	FA	RB114	-	30	-	-
418	15	Atlanta Falcons	ATL	DST31	11	-	5 out of 5 stars	-
419	15	Derius Davis	LAC	WR141	5	22	3 out of 5 stars	-172
420	15	Trey Sermon	FA	RB115	-	24	-	-
421	15	Julio Jones	FA	WR142	-	34	-	-
422	15	Kenyan Drake	FA	RB116	-	29	-	-
423	15	Myles Gaskin	FA	RB117	-	26	-	-
424	15	Robbie Chosen	FA	WR143	-	30	-	-
425	15	Jauan Jennings	SF	WR144	9	26	3 out of 5 stars	-
426	15	Tommy Tremble	CAR	TE60	7	23	3 out of 5 stars	-
427	15	Gardner Minshew II	IND	QB42	11	27	4 out of 5 stars	-
428	15	Hunter Long	LAR	TE61	10	25	2 out of 5 stars	-
429	15	Olamide Zaccheaus	PHI	WR145	10	26	3 out of 5 stars	-
430	16	Craig Reynolds	DET	RB118	9	27	5 out of 5 stars	-
431	16	Rakim Jarrett	TB	WR146	5	22	4 out of 5 stars	-171
432	16	Josh Oliver	MIN	TE62	13	26	3 out of 5 stars	-
433	16	Bailey Zappe	FA	QB43	-	24	-	-
434	16	C.J. Uzomah	NYJ	TE63	7	30	3 out of 5 stars	-
435	16	Stetson Bennett	LAR	QB44	10	25	2 out of 5 stars	-
436	16	Denzel Mims	FA	WR147	-	25	-	-
437	16	Elijah Higgins	FA	TE64	-	22	-	-152
438	16	Mo Alie-Cox	IND	TE65	11	29	3 out of 5 stars	-
439	16	Salvon Ahmed	MIA	RB119	10	24	1 out of 5 stars	-
440	16	Jamison Crowder	FA	WR148	-	30	-	-
441	16	Kalif Raymond	DET	WR149	9	29	3 out of 5 stars	-
442	16	Charlie Kolar	BAL	TE66	13	24	4 out of 5 stars	-
443	16	Raheem Blackshear	CAR	RB120	7	24	4 out of 5 stars	-
444	16	Darrel Williams	FA	RB121	-	28	-	-
445	16	Carson Wentz	FA	QB45	-	30	-	-
446	16	James Mitchell	DET	TE67	9	24	3 out of 5 stars	-
447	16	Dontay Demus	FA	WR150	-	-	-	-
448	16	Lew Nichols III	FA	RB122	-	22	-	-203
449	16	Peyton Hendershot	DAL	TE68	7	24	3 out of 5 stars	-
450	16	Ty Montgomery	NE	RB123	11	30	2 out of 5 stars	-
451	16	Kenny Golladay	FA	WR151	-	29	-	-
452	16	Samori Toure	GB	WR152	6	25	3 out of 5 stars	-
453	16	Jake Haener	NO	QB46	11	24	5 out of 5 stars	-
454	16	Justice Hill	BAL	RB124	13	25	3 out of 5 stars	-
455	16	Amari Rodgers	FA	WR153	-	23	-	-
456	16	Cedrick Wilson Jr.	MIA	WR154	10	27	3 out of 5 stars	-
457	16	Mike Boone	HOU	RB125	7	28	3 out of 5 stars	-
458	16	Ty Johnson	BUF	RB126	13	25	2 out of 5 stars	-
459	16	Chase McLaughlin	TB	K34	5	27	2 out of 5 stars	-
460	16	Travis Homer	CHI	RB127	13	25	5 out of 5 stars	-
461	16	Mark Ingram II	FA	RB128	-	33	-	-
462	16	Demarcus Robinson	LAR	WR155	10	28	3 out of 5 stars	-
463	16	Marlon Mack	ARI	RB129	14	27	3 out of 5 stars	-
464	16	Artavis Scott	FA	WR156	-	28	-	-
465	16	Justin Watson	KC	WR157	10	27	2 out of 5 stars	-
466	16	Jordan Akins	CLE	TE69	5	31	3 out of 5 stars	-
467	16	Ashton Dulin	IND	WR158	11	26	4 out of 5 stars	-
