"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","UPSIDE ","BUST ","SOS SEASON","ECR VS. ADP"
"1",1,"Josh Allen",BUF,"QB1","7","5 out of 5","2 out of 5","3 out of 5 stars","+1"
"2",1,"Lamar Jackson",BAL,"QB2","13","4 out of 5","4 out of 5","3 out of 5 stars","+4"
"3",1,"Drake Maye",NE,"QB3","11","5 out of 5","2 out of 5","2 out of 5 stars","+7"
"4",1,"Joe Burrow",CIN,"QB4","6","4 out of 5","3 out of 5","3 out of 5 stars","+9"
"5",1,"Jalen Hurts",PHI,"QB5","10","4 out of 5","3 out of 5","5 out of 5 stars","+17"
"6",1,"Jayden Daniels",WAS,"QB6","7","4 out of 5","4 out of 5","2 out of 5 stars","+9"
"7",1,"Jahmyr Gibbs",DET,"RB1","6","5 out of 5","1 out of 5","5 out of 5 stars","-6"
"8",2,"Caleb Williams",CHI,"QB7","10","5 out of 5","2 out of 5","3 out of 5 stars","+15"
"9",2,"Bijan Robinson",ATL,"RB2","11","5 out of 5","1 out of 5","2 out of 5 stars","-6"
"10",2,"Ja'Marr Chase",CIN,"WR1","6","5 out of 5","1 out of 5","4 out of 5 stars","-6"
"11",2,"Justin Herbert",LAC,"QB8","7","5 out of 5","2 out of 5","2 out of 5 stars","+16"
"12",2,"Puka Nacua",LAR,"WR2","11","5 out of 5","2 out of 5","1 out of 5 stars","-7"
"13",2,"Jaxon Smith-Njigba",SEA,"WR3","11","5 out of 5","2 out of 5","3 out of 5 stars","-6"
"14",2,"Amon-Ra St. Brown",DET,"WR4","6","5 out of 5","1 out of 5","4 out of 5 stars","-3"
"15",2,"Trevor Lawrence",JAC,"QB9","7","5 out of 5","2 out of 5","4 out of 5 stars","+17"
"16",2,"Dak Prescott",DAL,"QB10","14","4 out of 5","2 out of 5","2 out of 5 stars","+15"
"17",2,"Jonathan Taylor",IND,"RB3","13","4 out of 5","3 out of 5","4 out of 5 stars","-8"
"18",2,"Christian McCaffrey",SF,"RB4","8","4 out of 5","4 out of 5","2 out of 5 stars","-10"
"19",3,"James Cook III",BUF,"RB5","7","5 out of 5","1 out of 5","2 out of 5 stars","-7"
"20",3,"CeeDee Lamb",DAL,"WR5","14","4 out of 5","2 out of 5","2 out of 5 stars","-4"
"21",3,"Brock Purdy",SF,"QB11","8","4 out of 5","1 out of 5","1 out of 5 stars","+24"
"22",3,"Justin Jefferson",MIN,"WR6","6","5 out of 5","2 out of 5","5 out of 5 stars","-4"
"23",3,"Bo Nix",DEN,"QB12","10","4 out of 5","2 out of 5","3 out of 5 stars","+19"
"24",3,"Jaxson Dart",NYG,"QB13","8","5 out of 5","4 out of 5","4 out of 5 stars","+10"
"25",3,"Chase Brown",CIN,"RB6","6","5 out of 5","2 out of 5","2 out of 5 stars","0"
"26",3,"Patrick Mahomes II",KC,"QB14","5","3 out of 5","4 out of 5","2 out of 5 stars","+13"
"",3
"27",3,"A.J. Brown",NE,"WR7","11","5 out of 5","2 out of 5","2 out of 5 stars","+1"
"28",3,"Saquon Barkley",PHI,"RB7","10","4 out of 5","3 out of 5","4 out of 5 stars","-7"
"29",3,"Drake London",ATL,"WR8","11","4 out of 5","3 out of 5","3 out of 5 stars","0"
"30",3,"Jared Goff",DET,"QB15","6","4 out of 5","1 out of 5","5 out of 5 stars","+20"
"31",3,"Matthew Stafford",LAR,"QB16","11","4 out of 5","2 out of 5","3 out of 5 stars","+15"
"32",3,"De'Von Achane",MIA,"RB8","6","4 out of 5","4 out of 5","3 out of 5 stars","-12"
"33",3,"Kenneth Walker III",KC,"RB9","5","5 out of 5","4 out of 5","3 out of 5 stars","-7"
"34",3,"Omarion Hampton",LAC,"RB10","7","5 out of 5","2 out of 5","3 out of 5 stars","-10"
"35",3,"Nico Collins",HOU,"WR9","8","4 out of 5","2 out of 5","3 out of 5 stars","-2"
"36",3,"Brock Bowers",LV,"TE1","13","5 out of 5","1 out of 5","3 out of 5 stars","-22"
"37",3,"Derrick Henry",BAL,"RB11","13","4 out of 5","2 out of 5","3 out of 5 stars","-7"
"38",4,"Kyler Murray",MIN,"QB17","6","4 out of 5","2 out of 5","5 out of 5 stars","+24"
"39",4,"George Pickens",DAL,"WR10","14","4 out of 5","3 out of 5","2 out of 5 stars","-2"
"40",4,"Ashton Jeanty",LV,"RB12","13","4 out of 5","3 out of 5","2 out of 5 stars","-23"
"41",4,"Chris Olave",NO,"WR11","8","4 out of 5","4 out of 5","3 out of 5 stars","0"
"42",4,"Trey McBride",ARI,"TE2","14","4 out of 5","2 out of 5","2 out of 5 stars","-23"
"43",4,"Jordan Love",GB,"QB18","11","4 out of 5","3 out of 5","4 out of 5 stars","+18"
"44",4,"Malik Nabers",NYG,"WR12","8","4 out of 5","4 out of 5","4 out of 5 stars","-4"
"45",4,"DeVonta Smith",PHI,"WR13","10","4 out of 5","2 out of 5","4 out of 5 stars","+6"
"46",4,"Baker Mayfield",TB,"QB19","10","3 out of 5","4 out of 5","2 out of 5 stars","+13"
"47",4,"Zay Flowers",BAL,"WR14","13","4 out of 5","2 out of 5","4 out of 5 stars","+6"
"48",4,"Rashee Rice",KC,"WR15","5","4 out of 5","4 out of 5","2 out of 5 stars","-10"
"49",4,"Kyren Williams",LAR,"RB13","11","4 out of 5","2 out of 5","5 out of 5 stars","-5"
"50",4,"Tyler Shough",NO,"QB20","8","4 out of 5","2 out of 5","3 out of 5 stars","+16"
"51",4,"Javonte Williams",DAL,"RB14","14","4 out of 5","3 out of 5","4 out of 5 stars","-4"
"52",4,"Malik Willis",MIA,"QB21","6","4 out of 5","4 out of 5","3 out of 5 stars","+29"
"53",4,"Tee Higgins",CIN,"WR16","6","5 out of 5","2 out of 5","4 out of 5 stars","-1"
"54",4,"Breece Hall",NYJ,"RB15","13","4 out of 5","4 out of 5","3 out of 5 stars","-11"
"55",4,"Jaylen Waddle",DEN,"WR17","10","4 out of 5","3 out of 5","2 out of 5 stars","+10"
"56",4,"Ladd McConkey",LAC,"WR18","7","4 out of 5","3 out of 5","2 out of 5 stars","-1"
"57",4,"Garrett Wilson",NYJ,"WR19","13","4 out of 5","4 out of 5","4 out of 5 stars","+1"
"58",4,"Tetairoa McMillan",CAR,"WR20","5","4 out of 5","3 out of 5","2 out of 5 stars","-2"
"59",4,"Colston Loveland",CHI,"TE3","10","5 out of 5","2 out of 5","2 out of 5 stars","-23"
"60",4,"Jeremiyah Love",ARI,"RB16","14","5 out of 5","4 out of 5","2 out of 5 stars","-25"
"61",5,"Emeka Egbuka",TB,"WR21","10","4 out of 5","3 out of 5","4 out of 5 stars","-1"
"62",5,"Travis Etienne Jr.",NO,"RB17","8","4 out of 5","4 out of 5","3 out of 5 stars","-5"
"63",5,"D'Andre Swift",CHI,"RB18","10","3 out of 5","3 out of 5","2 out of 5 stars","+1"
"64",5,"Terry McLaurin",WAS,"WR22","7","4 out of 5","2 out of 5","2 out of 5 stars","+10"
"65",5,"Luther Burden III",CHI,"WR23","10","4 out of 5","4 out of 5","3 out of 5 stars","+4"
"66",5,"Davante Adams",LAR,"WR24","11","4 out of 5","4 out of 5","1 out of 5 stars","+7"
"67",5,"C.J. Stroud",HOU,"QB22","8","3 out of 5","4 out of 5","4 out of 5 stars","+15"
"68",5,"Jameson Williams",DET,"WR25","6","4 out of 5","3 out of 5","4 out of 5 stars","+11"
"69",5,"Bucky Irving",TB,"RB19","10","3 out of 5","4 out of 5","2 out of 5 stars","-6"
"70",5,"Tyler Warren",IND,"TE4","13","5 out of 5","2 out of 5","3 out of 5 stars","-22"
"71",5,"Sam Darnold",SEA,"QB23","11","1 out of 5","4 out of 5","4 out of 5 stars","+1"
"72",5,"Cam Skattebo",NYG,"RB20","8","4 out of 5","4 out of 5","4 out of 5 stars","-18"
"73",5,"David Montgomery",HOU,"RB21","8","4 out of 5","2 out of 5","4 out of 5 stars","-6"
"74",5,"DJ Moore",BUF,"WR26","7","4 out of 5","2 out of 5","4 out of 5 stars","+3"
"75",5,"Christian Watson",GB,"WR27","11","4 out of 5","4 out of 5","5 out of 5 stars","+11"
"76",5,"Quinshon Judkins",CLE,"RB22","11","4 out of 5","4 out of 5","3 out of 5 stars","-8"
"77",5,"Daniel Jones",IND,"QB24","13","4 out of 5","4 out of 5","4 out of 5 stars","+12"
"78",5,"Cam Ward",TEN,"QB25","9","4 out of 5","4 out of 5","3 out of 5 stars","+12"
"79",5,"Rome Odunze",CHI,"WR28","10","4 out of 5","3 out of 5","3 out of 5 stars","+6"
"80",5,"Bhayshul Tuten",JAC,"RB23","7","4 out of 5","3 out of 5","4 out of 5 stars","-9"
"81",5,"Jadarian Price",SEA,"RB24","11","4 out of 5","3 out of 5","4 out of 5 stars","+3"
"82",5,"Mike Evans",SF,"WR29","8","4 out of 5","3 out of 5","2 out of 5 stars","+1"
"83",5,"Parker Washington",JAC,"WR30","7","4 out of 5","2 out of 5","4 out of 5 stars","+8"
"84",6,"TreVeyon Henderson",NE,"RB25","11","4 out of 5","3 out of 5","2 out of 5 stars","-14"
"85",6,"Rhamondre Stevenson",NE,"RB26","11","4 out of 5","3 out of 5","2 out of 5 stars","+7"
"86",6,"Tucker Kraft",GB,"TE5","11","5 out of 5","2 out of 5","2 out of 5 stars","-11"
"87",6,"Marvin Harrison Jr.",ARI,"WR31","14","3 out of 5","4 out of 5","2 out of 5 stars","+8"
"88",6,"Jaylen Warren",PIT,"RB27","9","4 out of 5","4 out of 5","2 out of 5 stars","-1"
"89",6,"Carnell Tate",TEN,"WR32","9","4 out of 5","2 out of 5","3 out of 5 stars","-1"
"90",6,"Bryce Young",CAR,"QB26","5","3 out of 5","4 out of 5","2 out of 5 stars","+9"
"",6
"91",6,"Tony Pollard",TEN,"RB28","9","4 out of 5","2 out of 5","3 out of 5 stars","+6"
"92",6,"Brian Thomas Jr.",JAC,"WR33","7","2 out of 5","4 out of 5","4 out of 5 stars","+2"
"93",6,"DK Metcalf",PIT,"WR34","9","3 out of 5","3 out of 5","3 out of 5 stars","+7"
"94",6,"Harold Fannin Jr.",CLE,"TE6","11","4 out of 5","3 out of 5","3 out of 5 stars","-16"
"95",6,"Chris Godwin Jr.",TB,"WR35","10","4 out of 5","4 out of 5","4 out of 5 stars","+16"
"96",6,"Rico Dowdle",PIT,"RB29","9","4 out of 5","4 out of 5","2 out of 5 stars","+5"
"97",6,"Sam LaPorta",DET,"TE7","6","4 out of 5","4 out of 5","3 out of 5 stars","-21"
"98",6,"Jonathon Brooks",CAR,"RB30","5","4 out of 5","4 out of 5","1 out of 5 stars","+10"
"99",6,"Kyle Pitts Sr.",ATL,"TE8","11","4 out of 5","4 out of 5","3 out of 5 stars","-19"
"100",6,"Courtland Sutton",DEN,"WR36","10","2 out of 5","4 out of 5","2 out of 5 stars","+4"
"101",6,"Quentin Johnston",LAC,"WR37","7","4 out of 5","3 out of 5","2 out of 5 stars","+22"
"102",6,"J.K. Dobbins",DEN,"RB31","10","4 out of 5","4 out of 5","2 out of 5 stars","+10"
"103",6,"Michael Pittman Jr.",PIT,"WR38","9","4 out of 5","3 out of 5","3 out of 5 stars","+21"
"104",6,"MarShawn Lloyd",GB,"RB32","11","4 out of 5","4 out of 5","4 out of 5 stars","+62"
"105",6,"Michael Wilson",ARI,"WR39","14","-","-","2 out of 5 stars","+5"
"106",6,"Jacoby Brissett",ARI,"QB27","14","3 out of 5","4 out of 5","2 out of 5 stars","+14"
"107",6,"Blake Corum",LAR,"RB33","11","4 out of 5","4 out of 5","5 out of 5 stars","+6"
"108",6,"Alec Pierce",IND,"WR40","13","4 out of 5","4 out of 5","4 out of 5 stars","+7"
"109",6,"George Kittle",SF,"TE9","8","4 out of 5","4 out of 5","3 out of 5 stars","-16"
"110",6,"Chuba Hubbard",CAR,"RB34","5","2 out of 5","4 out of 5","1 out of 5 stars","-7"
"111",6,"Josh Downs",IND,"WR41","13","4 out of 5","4 out of 5","4 out of 5 stars","+16"
"112",6,"RJ Harvey",DEN,"RB35","10","2 out of 5","4 out of 5","2 out of 5 stars","-14"
"113",6,"Stefon Diggs",WAS,"WR42","7","4 out of 5","2 out of 5","2 out of 5 stars","+20"
"114",6,"Jordan Mason",MIN,"RB36","6","4 out of 5","3 out of 5","4 out of 5 stars","+8"
"115",6,"Jacory Croskey-Merritt",WAS,"RB37","7","4 out of 5","4 out of 5","4 out of 5 stars","+13"
"116",6,"Wan'Dale Robinson",TEN,"WR43","9","4 out of 5","3 out of 5","3 out of 5 stars","+15"
"117",7,"Travis Kelce",KC,"TE10","5","2 out of 5","2 out of 5","4 out of 5 stars","-21"
"118",7,"Jayden Reed",GB,"WR44","11","4 out of 5","4 out of 5","5 out of 5 stars","+7"
"119",7,"Kenny Gainwell",TB,"RB38","10","4 out of 5","3 out of 5","2 out of 5 stars","0"
"120",7,"Jordan Addison",MIN,"WR45","6","4 out of 5","4 out of 5","5 out of 5 stars","+6"
"121",7,"Dalton Kincaid",BUF,"TE11","7","3 out of 5","4 out of 5","3 out of 5 stars","-19"
"122",7,"Aaron Rodgers",PIT,"QB28","9","1 out of 5","4 out of 5","2 out of 5 stars","-5"
"123",7,"Makai Lemon",PHI,"WR46","10","4 out of 5","2 out of 5","4 out of 5 stars","-5"
"124",7,"Kyle Monangai",CHI,"RB39","10","4 out of 5","3 out of 5","2 out of 5 stars","-3"
"125",7,"Rachaad White",WAS,"RB40","7","4 out of 5","3 out of 5","4 out of 5 stars","+5"
"126",7,"Isaiah Likely",NYG,"TE12","8","4 out of 5","3 out of 5","3 out of 5 stars","-21"
"127",7,"Jakobi Meyers",JAC,"WR47","7","2 out of 5","3 out of 5","4 out of 5 stars","+7"
"128",7,"KC Concepcion",CLE,"WR48","11","4 out of 5","4 out of 5","3 out of 5 stars","+8"
"129",7,"Dallas Goedert",PHI,"TE13","10","4 out of 5","3 out of 5","4 out of 5 stars","-15"
"130",7,"Aaron Jones Sr.",MIN,"RB41","6","1 out of 5","4 out of 5","4 out of 5 stars","+2"
"131",7,"De'Zhaun Stribling",SF,"WR49","8","4 out of 5","4 out of 5","2 out of 5 stars","+24"
"132",7,"Geno Smith",NYJ,"QB29","13","2 out of 5","4 out of 5","4 out of 5 stars","-3"
"133",7,"Jake Ferguson",DAL,"TE14","14","2 out of 5","4 out of 5","2 out of 5 stars","-26"
"134",7,"Matthew Golden",GB,"WR50","11","3 out of 5","4 out of 5","5 out of 5 stars","+4"
"135",7,"Chris Rodriguez Jr.",JAC,"RB42","7","3 out of 5","4 out of 5","4 out of 5 stars","+7"
"136",7,"Mark Andrews",BAL,"TE15","13","4 out of 5","4 out of 5","4 out of 5 stars","-20"
"137",7,"Romeo Doubs",NE,"WR51","11","3 out of 5","3 out of 5","2 out of 5 stars","+6"
"138",7,"Xavier Worthy",KC,"WR52","5","4 out of 5","4 out of 5","2 out of 5 stars","+1"
"139",7,"Juwan Johnson",NO,"TE16","8","4 out of 5","2 out of 5","2 out of 5 stars","-2"
"140",7,"Tyler Allgeier",ARI,"RB43","14","3 out of 5","4 out of 5","2 out of 5 stars","+5"
"141",7,"Jalen Coker",CAR,"WR53","5","4 out of 5","2 out of 5","2 out of 5 stars","+12"
"142",7,"Woody Marks",HOU,"RB44","8","3 out of 5","4 out of 5","4 out of 5 stars","+6"
"143",7,"Khalil Shakir",BUF,"WR54","7","2 out of 5","4 out of 5","4 out of 5 stars","+4"
"144",7,"Deebo Samuel Sr.",SF,"WR55","8","4 out of 5","3 out of 5","2 out of 5 stars","+7"
"145",7,"Jonah Coleman",DEN,"RB45","10","4 out of 5","4 out of 5","2 out of 5 stars","+14"
"146",7,"Tyjae Spears",TEN,"RB46","9","4 out of 5","4 out of 5","3 out of 5 stars","+14"
"147",7,"Rashid Shaheed",SEA,"WR56","11","3 out of 5","4 out of 5","3 out of 5 stars","+10"
"148",7,"Jordyn Tyson",NO,"WR57","8","3 out of 5","5 out of 5","3 out of 5 stars","-39"
"149",7,"Zach Charbonnet",SEA,"RB47","11","3 out of 5","4 out of 5","4 out of 5 stars","+1"
"150",7,"Keaton Mitchell",LAC,"RB48","7","4 out of 5","3 out of 5","3 out of 5 stars","+8"
"151",7,"Mike Washington Jr.",LV,"RB49","13","4 out of 5","4 out of 5","2 out of 5 stars","+11"
"152",7,"Dylan Sampson",CLE,"RB50","11","4 out of 5","3 out of 5","3 out of 5 stars","+21"
"153",7,"Tank Bigsby",PHI,"RB51","10","4 out of 5","2 out of 5","4 out of 5 stars","+19"
"154",7,"Hunter Henry",NE,"TE17","11","2 out of 5","4 out of 5","4 out of 5 stars","-19"
"155",7,"Chig Okonkwo",WAS,"TE18","7","4 out of 5","3 out of 5","1 out of 5 stars","-11"
"156",7,"Brenton Strange",JAC,"TE19","7","4 out of 5","3 out of 5","3 out of 5 stars","-16"
"157",8,"Dalton Schultz",HOU,"TE20","8","4 out of 5","2 out of 5","4 out of 5 stars","-1"
"158",8,"Denzel Boston",CLE,"WR58","11","4 out of 5","4 out of 5","3 out of 5 stars","+9"
"159",8,"Tre Tucker",LV,"WR59","13","4 out of 5","2 out of 5","2 out of 5 stars","+19"
"160",8,"Braelon Allen",NYJ,"RB52","13","1 out of 5","4 out of 5","3 out of 5 stars","+25"
"161",8,"Adonai Mitchell",NYJ,"WR60","13","4 out of 5","4 out of 5","4 out of 5 stars","+32"
"162",8,"Josh Jacobs",GB,"RB53","11","2 out of 5","5 out of 5","4 out of 5 stars","-113"
"163",8,"Alvin Kamara",NO,"RB54","8","2 out of 5","4 out of 5","3 out of 5 stars","+2"
"164",8,"Tyrone Tracy Jr.",NYG,"RB55","8","1 out of 5","4 out of 5","4 out of 5 stars","-12"
"165",8,"Emmett Johnson",KC,"RB56","5","4 out of 5","4 out of 5","3 out of 5 stars","+21"
"166",8,"Kayshon Boutte",HOU,"WR61","8","2 out of 5","4 out of 5","3 out of 5 stars","+30"
"167",8,"Jalen McMillan",TB,"WR62","10","4 out of 5","3 out of 5","4 out of 5 stars","+15"
"168",8,"Brian Robinson Jr.",ATL,"RB57","11","2 out of 5","4 out of 5","2 out of 5 stars","-4"
"169",8,"Fernando Mendoza",LV,"QB30","13","4 out of 5","3 out of 5","1 out of 5 stars","-63"
"170",8,"Dontayvion Wicks",PHI,"WR63","10","4 out of 5","4 out of 5","4 out of 5 stars","+25"
"171",8,"Terrance Ferguson",LAR,"TE21","11","4 out of 5","4 out of 5","4 out of 5 stars","0"
"172",8,"Tre' Harris",LAC,"WR64","7","4 out of 5","2 out of 5","2 out of 5 stars","+28"
"173",8,"Ray Davis",BUF,"RB58","7","-","-","2 out of 5 stars","+29"
"174",8,"Jerry Jeudy",CLE,"WR65","11","1 out of 5","5 out of 5","3 out of 5 stars","+17"
"175",8,"Ryan Flournoy",DAL,"WR66","14","4 out of 5","4 out of 5","2 out of 5 stars","+26"
"176",8,"Pat Bryant",DEN,"WR67","10","3 out of 5","3 out of 5","2 out of 5 stars","+43"
"177",8,"AJ Barner",SEA,"TE22","11","4 out of 5","3 out of 5","3 out of 5 stars","-16"
"178",8,"Jauan Jennings",MIN,"WR68","6","2 out of 5","4 out of 5","5 out of 5 stars","+5"
"179",8,"T.J. Hockenson",MIN,"TE23","6","3 out of 5","4 out of 5","4 out of 5 stars","-33"
"180",8,"Omar Cooper Jr.",NYJ,"WR69","13","3 out of 5","4 out of 5","4 out of 5 stars","-3"
"181",8,"Jalen Nailor",LV,"WR70","13","-","-","2 out of 5 stars","-12"
"182",8,"Kenyon Sadiq",NYJ,"TE24","13","3 out of 5","4 out of 5","4 out of 5 stars","-28"
"183",8,"Malik Washington",MIA,"WR71","6","2 out of 5","4 out of 5","3 out of 5 stars","+4"
"184",8,"Keenan Allen",IND,"WR72","13","3 out of 5","4 out of 5","4 out of 5 stars","+10"
"185",8,"Calvin Ridley",TEN,"WR73","9","2 out of 5","4 out of 5","3 out of 5 stars","+33"
"186",8,"Michael Penix Jr.",ATL,"QB31","11","2 out of 5","5 out of 5","4 out of 5 stars","-16"
"187",8,"Isiah Pacheco",DET,"RB59","6","3 out of 5","4 out of 5","5 out of 5 stars","-19"
"188",8,"Jaylin Noel",HOU,"WR74","8","4 out of 5","3 out of 5","3 out of 5 stars","+61"
"189",8,"Oronde Gadsden II",LAC,"TE25","7","3 out of 5","4 out of 5","4 out of 5 stars","-48"
"190",8,"Gunnar Helm",TEN,"TE26","9","3 out of 5","3 out of 5","3 out of 5 stars","-11"
"191",8,"Kimani Vidal",LAC,"RB60","7","1 out of 5","4 out of 5","3 out of 5 stars","+16"
"192",8,"Rashod Bateman",BAL,"WR75","13","2 out of 5","4 out of 5","4 out of 5 stars","+42"
"193",8,"Pat Freiermuth",PIT,"TE27","9","3 out of 5","4 out of 5","2 out of 5 stars","-9"
"194",8,"Tua Tagovailoa",ATL,"QB32","11","2 out of 5","4 out of 5","4 out of 5 stars","-45"
"195",8,"Travis Hunter",JAC,"WR76","7","2 out of 5","4 out of 5","4 out of 5 stars","-20"
"196",8,"Cade Otton",TB,"TE28","10","2 out of 5","4 out of 5","2 out of 5 stars","-15"
"197",8,"Nicholas Singleton",TEN,"RB61","9","3 out of 5","4 out of 5","3 out of 5 stars","+1"
"198",8,"Malik Davis",DAL,"RB62","14","-","-","4 out of 5 stars","-"
"199",8,"Chris Bell",MIA,"WR77","6","3 out of 5","4 out of 5","3 out of 5 stars","+21"
"200",8,"Sean Tucker",TB,"RB63","10","3 out of 5","4 out of 5","2 out of 5 stars","+22"
"201",9,"Isaac TeSlaa",DET,"WR78","6","3 out of 5","4 out of 5","4 out of 5 stars","+9"
"202",9,"Kaelon Black",SF,"RB64","8","4 out of 5","4 out of 5","2 out of 5 stars","-14"
"203",9,"Kaytron Allen",WAS,"RB65","7","3 out of 5","4 out of 5","4 out of 5 stars","+9"
"204",9,"Jaylen Wright",MIA,"RB66","6","-","-","3 out of 5 stars","+40"
"205",9,"Ja'Kobi Lane",BAL,"WR79","13","4 out of 5","4 out of 5","4 out of 5 stars","-13"
"206",9,"Cooper Kupp",SEA,"WR80","11","2 out of 5","4 out of 5","3 out of 5 stars","+10"
"207",9,"Zachariah Branch",ATL,"WR81","11","3 out of 5","4 out of 5","3 out of 5 stars","-1"
"208",9,"Malachi Fields",NYG,"WR82","8","4 out of 5","4 out of 5","4 out of 5 stars","+5"
"209",9,"George Holani",SEA,"RB67","11","3 out of 5","4 out of 5","4 out of 5 stars","+28"
"210",9,"Najee Harris",NYG,"RB68","8","2 out of 5","4 out of 5","4 out of 5 stars","+13"
"211",9,"Darnell Mooney",NYG,"WR83","8","3 out of 5","4 out of 5","4 out of 5 stars","+29"
"212",9,"James Conner",ARI,"RB69","14","3 out of 5","4 out of 5","2 out of 5 stars","-1"
"213",9,"Evan Engram",DEN,"TE29","10","-","-","4 out of 5 stars","-14"
"214",9,"Emanuel Wilson",SEA,"RB70","11","3 out of 5","4 out of 5","4 out of 5 stars","+60"
"215",9,"Justice Hill",BAL,"RB71","13","-","-","3 out of 5 stars","-10"
"216",9,"Germie Bernard",PIT,"WR84","9","2 out of 5","4 out of 5","3 out of 5 stars","+1"
"217",9,"Ted Hurst III",TB,"WR85","10","4 out of 5","4 out of 5","4 out of 5 stars","+15"
"218",9,"David Njoku",LAC,"TE30","7","4 out of 5","4 out of 5","4 out of 5 stars","-29"
"219",9,"Kirk Cousins",LV,"QB33","13","2 out of 5","4 out of 5","1 out of 5 stars","-45"
"220",9,"Devaughn Vele",NO,"WR86","8","2 out of 5","4 out of 5","3 out of 5 stars","+10"
"221",9,"Samaje Perine",CIN,"RB72","6","2 out of 5","5 out of 5","2 out of 5 stars","+18"
"222",9,"Chris Brooks",GB,"RB73","11","2 out of 5","4 out of 5","4 out of 5 stars","-"
"223",9,"Troy Franklin",DEN,"WR87","10","1 out of 5","4 out of 5","2 out of 5 stars","+40"
"224",9,"Tank Dell",HOU,"WR88","8","4 out of 5","4 out of 5","3 out of 5 stars","-34"
"225",9,"Demond Claiborne",MIN,"RB74","6","3 out of 5","4 out of 5","4 out of 5 stars","0"
"226",9,"Jack Bech",LV,"WR89","13","3 out of 5","4 out of 5","2 out of 5 stars","+38"
"227",9,"Deshaun Watson",CLE,"QB34","11","1 out of 5","5 out of 5","4 out of 5 stars","-64"
"228",9,"Keon Coleman",BUF,"WR90","7","2 out of 5","4 out of 5","4 out of 5 stars","+24"
"229",9,"Shedeur Sanders",CLE,"QB35","11","3 out of 5","4 out of 5","4 out of 5 stars","-53"
"230",9,"Colby Parkinson",LAR,"TE31","11","-","-","4 out of 5 stars","-16"
"231",9,"Kaleb Johnson",GB,"RB75","11","1 out of 5","5 out of 5","4 out of 5 stars","+19"
"232",9,"Antonio Williams",WAS,"WR91","7","4 out of 5","2 out of 5","2 out of 5 stars","-17"
"233",9,"Caleb Douglas",MIA,"WR92","6","3 out of 5","3 out of 5","3 out of 5 stars","-30"
"234",9,"Jordan James",SF,"RB76","8","2 out of 5","4 out of 5","2 out of 5 stars","-5"
"235",9,"Ollie Gordon II",MIA,"RB77","6","3 out of 5","4 out of 5","3 out of 5 stars","+47"
"236",9,"Isaiah Davis",NYJ,"RB78","13","2 out of 5","4 out of 5","3 out of 5 stars","-"
"237",9,"Greg Dulcich",MIA,"TE32","6","4 out of 5","4 out of 5","5 out of 5 stars","-57"
"238",9,"Ty Johnson",BUF,"RB79","7","-","-","2 out of 5 stars","-"
"239",9,"Tory Horton",SEA,"WR93","11","3 out of 5","4 out of 5","3 out of 5 stars","+27"
"240",9,"Elic Ayomanor",TEN,"WR94","9","1 out of 5","5 out of 5","3 out of 5 stars","+33"
"241",9,"LeQuint Allen Jr.",JAC,"RB80","7","2 out of 5","4 out of 5","4 out of 5 stars","+36"
"242",9,"Tyquan Thornton",KC,"WR95","5","2 out of 5","5 out of 5","2 out of 5 stars","+30"
"243",9,"Chimere Dike",TEN,"WR96","9","1 out of 5","5 out of 5","3 out of 5 stars","+17"
"244",9,"Kendre Miller",NO,"RB81","8","2 out of 5","4 out of 5","3 out of 5 stars","+18"
"245",9,"DJ Giddens",IND,"RB82","13","2 out of 5","4 out of 5","4 out of 5 stars","-"
"246",9,"Seth McGowan",IND,"RB83","13","4 out of 5","4 out of 5","4 out of 5 stars","+5"
"247",9,"Darius Slayton",NYG,"WR97","8","2 out of 5","4 out of 5","4 out of 5 stars","+34"
"248",9,"Xavier Legette",CAR,"WR98","5","2 out of 5","4 out of 5","2 out of 5 stars","-"
"249",9,"Christian Kirk",SF,"WR99","8","2 out of 5","5 out of 5","2 out of 5 stars","-"
"250",9,"Mason Taylor",NYJ,"TE33","13","1 out of 5","4 out of 5","4 out of 5 stars","-19"
"251",9,"Marvin Mims Jr.",DEN,"WR100","10","3 out of 5","4 out of 5","2 out of 5 stars","-"
"252",9,"Elijah Sarratt",BAL,"WR101","13","3 out of 5","4 out of 5","4 out of 5 stars","+17"
"253",9,"Brashard Smith",KC,"RB84","5","-","-","3 out of 5 stars","-"
"254",9,"Cyrus Allen",KC,"WR102","5","4 out of 5","4 out of 5","2 out of 5 stars","-50"
"255",9,"Theo Johnson",NYG,"TE34","8","2 out of 5","5 out of 5","3 out of 5 stars","-9"
"256",9,"Kyle Williams",NE,"WR103","11","3 out of 5","4 out of 5","2 out of 5 stars","-"
"257",9,"Adam Randall",BAL,"RB85","13","3 out of 5","5 out of 5","3 out of 5 stars","+10"
"258",9,"Emari Demercado",DAL,"RB86","14","1 out of 5","5 out of 5","4 out of 5 stars","-"
"259",9,"Devin Singletary",NYG,"RB87","8","1 out of 5","5 out of 5","4 out of 5 stars","-"
"260",9,"Devin Neal",FA,"RB88","-","2 out of 5","4 out of 5","-","-"
"261",9,"Jaydon Blue",PHI,"RB89","10","3 out of 5","5 out of 5","4 out of 5 stars","-52"
