RK	TIERS	PLAYER NAME	TEAM	POS	BYE WEEK	AGE	SOS SEASON	ECR VS. ADP
378	14	Foster Moreau	LV	TE53	8	24	4 out of 5 stars	-
379	14	Quez Watkins	PHI	WR132	14	23	3 out of 5 stars	-70
380	14	Tyler Eifert	FA	TE54	-	31	-	-
381	14	Sage Surratt	DET	WR133	9	23	1 out of 5 stars	-7
382	14	David Moore	LV	WR134	8	26	1 out of 5 stars	-
383	14	Younghoe Koo	ATL	K20	6	27	3 out of 5 stars	-150
384	14	Brett Maher	NO	K21	6	31	4 out of 5 stars	-
385	14	Kylen Granson	IND	TE55	14	23	4 out of 5 stars	-81
386	14	Detroit Lions	DET	DST31	9	-	5 out of 5 stars	-
387	14	Cameron Brate	TB	TE56	9	30	3 out of 5 stars	-
388	14	Steven Sims Jr.	PIT	WR135	7	24	2 out of 5 stars	-
389	15	Trayveon Williams	CIN	RB102	10	23	3 out of 5 stars	-38
390	15	Kelvin Harmon	WAS	WR136	9	24	3 out of 5 stars	-
391	15	Cam Sims	WAS	WR137	9	25	3 out of 5 stars	-14
392	15	Tyron Johnson	JAC	WR138	7	25	5 out of 5 stars	-49
393	15	Bryce Love	FA	RB103	-	24	-	-33
394	15	Demetric Felton	CLE	RB139	13	23	1 out of 5 stars	-
395	15	J.J. Arcega-Whiteside	PHI	WR140	14	24	3 out of 5 stars	-
396	15	Jacob Hollister	JAC	TE57	7	27	4 out of 5 stars	-
397	15	Olamide Zaccheaus	ATL	WR141	6	24	4 out of 5 stars	-91
398	15	Cordarrelle Patterson	ATL	WR142	6	30	4 out of 5 stars	-
399	15	C.J. Uzomah	CIN	TE58	10	28	2 out of 5 stars	-20
400	15	Jordan Howard	PHI	RB104	14	26	3 out of 5 stars	-74
401	15	Tyler Bass	BUF	K22	7	24	3 out of 5 stars	-155
402	15	Rex Burkhead	HOU	RB105	10	31	4 out of 5 stars	-41
403	15	Tyrod Taylor	HOU	QB45	10	32	4 out of 5 stars	-
404	15	Greg Ward	PHI	WR143	14	26	3 out of 5 stars	-
405	15	Darwin Thompson	TB	RB106	9	24	0 out of 5 stars	-47
406	15	Matt Bryant	FA	K23	-	46	-	-
407	15	Dwayne Haskins	PIT	QB46	7	24	4 out of 5 stars	-
408	15	Brycen Hopkins	LAR	TE59	11	24	2 out of 5 stars	-
409	15	Richie James Jr.	SF	WR144	6	26	5 out of 5 stars	-
410	15	Josh Lambo	JAC	K24	7	30	5 out of 5 stars	-
411	15	Tyler Conklin	MIN	TE60	7	26	2 out of 5 stars	-
412	15	Dazz Newsome	CHI	WR145	10	22	3 out of 5 stars	-
413	15	Jason Sanders	MIA	K25	14	25	4 out of 5 stars	-136
414	15	Adrian Peterson	FA	RB107	-	36	-	-59
415	15	Byron Pringle	KC	WR146	12	27	3 out of 5 stars	-35
416	15	Golden Tate	FA	WR147	-	33	-	-
417	15	Josh Oliver	BAL	TE61	8	24	4 out of 5 stars	-
418	15	Ihmir Smith-Marsette	MIN	WR148	7	22	3 out of 5 stars	-105
419	15	Peyton Barber	LV	RB108	8	27	2 out of 5 stars	-37
420	15	Trey Burton	FA	TE62	-	29	-	-
421	15	Kenny Stills	BUF	WR149	7	29	3 out of 5 stars	-
422	15	Randy Bullock	FA	K26	-	31	-	-
423	15	Deonte Harris	NO	WR150	6	23	4 out of 5 stars	-
424	15	Kahale Warring	BUF	TE63	7	24	2 out of 5 stars	-
425	15	Marlon Williams	FA	WR151	-	-	-	-
426	15	Cairo Santos	CHI	K27	10	29	2 out of 5 stars	-
427	15	Adam Humphries	WAS	WR152	9	28	3 out of 5 stars	-
428	15	JaMycal Hasty	SF	RB109	6	25	3 out of 5 stars	-75
429	15	Freddie Swain	SEA	WR153	9	23	1 out of 5 stars	-
430	15	Chris Conley	HOU	WR154	10	28	3 out of 5 stars	-
431	15	Devonta Freeman	FA	RB110	-	29	-	-81
432	15	Dante Pettis	NYG	WR155	10	25	3 out of 5 stars	-
433	15	Braxton Berrios	NYJ	WR156	6	25	4 out of 5 stars	-
434	15	Jordan Wilkins	IND	RB111	14	27	4 out of 5 stars	-70
435	15	Kene Nwangwu	MIN	RB112	7	23	3 out of 5 stars	-98
436	15	Stephen Hauschka	FA	K28	-	36	-	-
437	15	Jalen Richard	LV	RB113	8	27	2 out of 5 stars	-54
438	15	Jacob Eason	IND	QB47	14	23	4 out of 5 stars	-
439	15	Kyle Allen	WAS	QB48	9	25	4 out of 5 stars	-
440	15	Chad Hansen	DET	WR157	9	26	1 out of 5 stars	-
441	15	Kaden Smith	NYG	TE64	10	24	3 out of 5 stars	-
442	15	Adam Vinatieri	FA	K29	-	48	-	-
443	15	Qadree Ollison	FA	RB114	-	25	-	-156
444	15	Jacoby Brissett	MIA	QB49	14	28	4 out of 5 stars	-
445	15	Ty'Son Williams	BAL	RB115	8	25	4 out of 5 stars	-
446	15	Rakeem Boyd	FA	RB116	-	-	-	-83
447	15	Phillip Walker	CAR	QB50	13	26	4 out of 5 stars	-
448	15	Alshon Jeffery	FA	WR158	-	31	-	-
449	15	Trevon Grimes	FA	WR159	-	-	-	-
450	15	Tyler Vaughns	FA	WR160	-	24	-	-
451	15	Albert Wilson	MIA	WR161	14	29	3 out of 5 stars	-127
452	15	Pooka Williams Jr.	CIN	RB117	10	22	3 out of 5 stars	-
453	15	Larry Fitzgerald	FA	WR162	-	38	-	-
454	15	Travis Homer	SEA	RB118	9	23	1 out of 5 stars	-127
455	15	Taylor Heinicke	WAS	QB51	9	28	4 out of 5 stars	-
456	15	Jake Funk	LAR	RB119	11	23	4 out of 5 stars	-
457	15	Mohamed Sanu	SF	WR163	6	32	5 out of 5 stars	-
458	15	Cedrick Wilson	DAL	WR164	7	25	1 out of 5 stars	-
459	15	Las Vegas Raiders	LV	DST32	8	-	4 out of 5 stars	-
460	15	Durham Smythe	MIA	TE65	14	26	4 out of 5 stars	-
461	15	Hunter Bryant	DET	TE66	9	23	4 out of 5 stars	-
462	15	Tyler Kroft	NYJ	TE67	6	28	3 out of 5 stars	-
463	16	Jaylen Samuels	PIT	RB120	7	25	5 out of 5 stars	-
464	16	Danny Amendola	FA	WR165	-	35	-	-
465	16	Isaiah McKenzie	BUF	WR166	7	26	3 out of 5 stars	-
466	16	Dare Ogunbowale	JAC	RB121	7	27	4 out of 5 stars	-
467	16	Jakeem Grant Sr.	MIA	WR167	14	28	3 out of 5 stars	-
468	16	Josh Adams	NYJ	RB122	6	24	4 out of 5 stars	-96
469	16	Mason Rudolph	PIT	QB52	7	26	4 out of 5 stars	-
470	16	DaeSean Hamilton	DEN	WR168	11	26	4 out of 5 stars	-
471	16	Xavier Jones	FA	RB123	-	24	-	-218
472	16	Zay Jones	LV	WR169	8	26	1 out of 5 stars	-
473	16	John Hightower	PHI	WR170	14	25	3 out of 5 stars	-
474	16	Ashton Dulin	IND	WR171	14	24	5 out of 5 stars	-
475	16	Nick Foles	CHI	QB53	10	32	2 out of 5 stars	-
476	16	Geronimo Allison	FA	WR172	-	27	-	-
477	16	Damiere Byrd	CHI	WR173	10	28	3 out of 5 stars	-
478	16	Corey Clement	DAL	RB124	7	26	2 out of 5 stars	-
479	16	Damonte Coxie	FA	WR174	-	-	-	-
480	16	Lamar Miller	WAS	RB125	9	30	3 out of 5 stars	-
481	16	Bisi Johnson	MIN	WR175	7	24	3 out of 5 stars	-
482	16	Ryan Griffin	NYJ	TE68	6	31	3 out of 5 stars	-
483	16	Jamie Newman	FA	QB54	-	23	-	-
484	16	Chris Thompson	FA	RB126	-	30	-	-106
485	16	Kenny Yeboah	NYJ	TE69	6	22	3 out of 5 stars	-
486	16	Jaeden Graham	ATL	TE70	6	25	2 out of 5 stars	-
487	16	Robert Griffin III	FA	QB55	-	31	-	-
488	16	LeSean McCoy	FA	RB127	-	33	-	-
489	16	Brandon Allen	CIN	QB56	10	29	2 out of 5 stars	-
490	16	Dion Lewis	FA	RB128	-	30	-	-
491	16	Darren Fells	DET	TE71	9	35	4 out of 5 stars	-
492	16	Hakeem Butler	PHI	WR176	14	25	3 out of 5 stars	-
493	16	Jason Huntley	PHI	RB129	14	23	3 out of 5 stars	-112
494	16	Equanimeous St. Brown	GB	WR177	13	24	1 out of 5 stars	-
495	16	Matt Gay	LAR	K30	11	27	5 out of 5 stars	-
496	16	John Wolford	LAR	QB57	11	25	4 out of 5 stars	-
497	16	Isaiah Ford	MIA	WR178	14	25	3 out of 5 stars	-
498	16	Raymond Calais	LAR	RB130	11	23	4 out of 5 stars	-
499	16	KeeSean Johnson	PHI	WR179	14	24	3 out of 5 stars	-
500	16	Stephen Anderson	LAC	TE72	7	28	3 out of 5 stars	-
501	16	Dustin Hopkins	WAS	K31	9	30	2 out of 5 stars	-
502	16	Chad Henne	KC	QB58	12	36	4 out of 5 stars	-
503	16	Frank Darby	ATL	WR180	6	24	4 out of 5 stars	-
504	16	Dalton Keene	NE	TE73	14	22	5 out of 5 stars	-
505	16	Alex Smith	FA	QB59	-	37	-	-
506	16	Alex Collins	SEA	RB131	9	27	1 out of 5 stars	-
507	16	Frank Gore	FA	RB132	-	38	-	-
508	16	Rodney Smith	CAR	RB133	13	25	2 out of 5 stars	-
509	16	Zane Gonzalez	DET	K32	9	26	5 out of 5 stars	-139
510	16	Jeff Smith	NYJ	WR181	6	24	4 out of 5 stars	-
511	16	Chad Beebe	FA	WR182	-	27	-	-
512	16	Jarrett Stidham	NE	QB60	14	25	5 out of 5 stars	-
513	16	Aldrick Rosas	FA	K33	-	26	-	-
514	16	DeAndre Washington	FA	RB134	-	28	-	-
515	16	Cade Johnson	SEA	WR183	9	23	1 out of 5 stars	-142
516	16	Greg Joseph	MIN	K34	7	27	0 out of 5 stars	-
517	16	Jonathan Williams	WAS	RB135	9	27	3 out of 5 stars	-
518	16	Justin Watson	TB	WR184	9	26	2 out of 5 stars	-
519	16	Donte Moncrief	HOU	WR185	10	28	3 out of 5 stars	-
520	16	T.J. Yeldon	FA	RB136	-	27	-	-
521	16	Dontrell Hilliard	HOU	RB137	10	26	4 out of 5 stars	-
522	16	Willie Snead IV	LV	WR186	8	28	1 out of 5 stars	-
523	16	Trey Quinn	FA	WR187	-	25	-	-
524	16	Theo Riddick	LV	RB138	8	30	2 out of 5 stars	-
525	16	Nick Mullens	CLE	QB61	13	26	3 out of 5 stars	-
526	16	Josh Rosen	ATL	QB62	6	24	3 out of 5 stars	-
527	16	Simi Fehoko	DAL	WR188	7	23	1 out of 5 stars	-
